snapped_at time utf	price	market_cap total_volume
2015-05-29 00:00:00 UTC	15.66644419	313443248.9	443823.7889
2015-05-30 00:00:00 UTC	15.13780981	303164917.1	433238.9547
2015-05-31 00:00:00 UTC	14.64843913	293668245.7	612702.4159
2015-06-01 00:00:00 UTC	14.46018645	290207265.9	453885.2681
2015-06-02 00:00:00 UTC	13.4849495	270900498.9	462017.7804
2015-06-03 00:00:00 UTC	15.43425958	310105915.3	612987.11
2015-06-04 00:00:00 UTC	15.75233325	316496667.2	728647.8275
2015-06-05 00:00:00 UTC	14.88150494	298999941.3	324696.7153
2015-06-06 00:00:00 UTC	15.4190808	309800942.5	432611.8011
2015-06-07 00:00:00 UTC	15.42186036	309856789.4	463585.8256
2015-06-08 00:00:00 UTC	15.7500592	316450977	685671.4515
2015-06-09 00:00:00 UTC	15.87563752	318974102.8	693746.9116
2015-06-10 00:00:00 UTC	16.28128327	327124357.6	643353.8274
2015-06-11 00:00:00 UTC	16.33225549	328148494	718425.9751
2015-06-12 00:00:00 UTC	17.75948596	356824480	795676.6209
2015-06-13 00:00:00 UTC	18.64114038	374538724.5	814156.6902
2015-06-14 00:00:00 UTC	19.86654093	399159533.6	968442.2326
2015-06-15 00:00:00 UTC	21.69134328	435823553.7	1093657.215
2015-06-16 00:00:00 UTC	18.96145247	380974451	1116808.751
2015-06-17 00:00:00 UTC	18.11513644	363970227.1	967239.0422
2015-06-18 00:00:00 UTC	18.20991017	365874425.7	450968.415
2015-06-19 00:00:00 UTC	19.34287036	388637918.5	890006.9575
2015-06-20 00:00:00 UTC	17.12644837	344105457	866755.4557
2015-06-21 00:00:00 UTC	18.25894059	376468314.7	1050895.124
2015-06-22 00:00:00 UTC	18.02451234	372253043.6	825680.6506
2015-06-23 00:00:00 UTC	18.38338015	380283197.6	797357.4818
2015-06-24 00:00:00 UTC	19.65298692	407174513.6	731736.1672
2015-06-25 00:00:00 UTC	20.48703973	425125537	944850.762
2015-06-26 00:00:00 UTC	19.40920845	403388372.5	657565.0992
2015-06-27 00:00:00 UTC	18.8363576	392192743.4	573230.1413
2015-06-28 00:00:00 UTC	19.33239062	403095810.2	526126.0223
2015-06-29 00:00:00 UTC	19.03621935	397477211.8	685565.4648
2015-06-30 00:00:00 UTC	19.73108973	412487309.8	788569.0827
2015-07-01 00:00:00 UTC	20.54292598	430039449.5	560076.0046
2015-07-02 00:00:00 UTC	20.10310642	421261600.2	514172.9421
2015-07-03 00:00:00 UTC	20.0183223	420005421	445909.8834
2015-07-04 00:00:00 UTC	20.70306664	434884477.2	478373.1852
2015-07-05 00:00:00 UTC	22.20052458	466968054	756242.7102
2015-07-06 00:00:00 UTC	20.76295072	437284352.5	723156.1169
2015-07-07 00:00:00 UTC	20.56128528	433457595.3	416378.7486
2015-07-08 00:00:00 UTC	19.62373025	414044028.2	477825.8837
2015-07-09 00:00:00 UTC	18.58375456	392441507.8	454857.1461
2015-07-10 00:00:00 UTC	19.28660634	407864472	550801.653
2015-07-11 00:00:00 UTC	19.1138442	404685955	753911.3639
2015-07-12 00:00:00 UTC	19.20206921	406931210.7	338290.4905
2015-07-13 00:00:00 UTC	19.41201879	411721153.8	384963.5276
2015-07-14 00:00:00 UTC	19.60690326	415933983.3	509092.0539
2015-07-15 00:00:00 UTC	19.57692455	415760040.9	233807.8271
2015-07-16 00:00:00 UTC	18.93460744	402714485.2	521731.7458
2015-07-17 00:00:00 UTC	18.12841647	385876940.8	281948.9486
2015-07-18 00:00:00 UTC	17.93744607	381862217.5	477572.5256
2015-07-19 00:00:00 UTC	18.8511277	401313174.6	401668.1304
2015-07-20 00:00:00 UTC	19.34709741	413132114	491178.8612
2015-07-21 00:00:00 UTC	17.78878345	380311738	427557.0654
2015-07-22 00:00:00 UTC	18.35934898	392895576.1	391783.0075
2015-07-23 00:00:00 UTC	18.24908396	390914540.1	390729.3668
2015-07-24 00:00:00 UTC	18.41272182	394641708	389504.8095
2015-07-25 00:00:00 UTC	18.02117663	386249680.9	366009.9219
2015-07-26 00:00:00 UTC	17.79696289	381444085.2	393982.1591
2015-07-27 00:00:00 UTC	17.11260575	366776190.2	484187.1219
2015-07-28 00:00:00 UTC	17.35794393	372034548.1	372912.77
2015-07-29 00:00:00 UTC	17.37749498	372453587.7	531385.7404
2015-07-30 00:00:00 UTC	16.46929515	352988049.9	359810.4512
2015-07-31 00:00:00 UTC	15.33258581	328624845	431515.3359
2015-08-01 00:00:00 UTC	13.84534813	296748731.1	287366.5731
2015-08-02 00:00:00 UTC	15.95829768	342035789.9	617574.6714
2015-08-03 00:00:00 UTC	15.87576229	340266800.7	441632.9324
2015-08-04 00:00:00 UTC	16.40212772	351548443.6	279564.1952
2015-08-05 00:00:00 UTC	15.97022297	342291385.9	350980.4472
2015-08-06 00:00:00 UTC	16.0931539	344926176.9	314719.4064
2015-08-07 00:00:00 UTC	15.39444977	329950781.3	259539.8746
2015-08-08 00:00:00 UTC	14.41856558	309034557.9	526793.5199
2015-08-09 00:00:00 UTC	15.15515458	324821943.7	375161.6079
2015-08-10 00:00:00 UTC	14.68222745	319708439.1	228435.5102
2015-08-11 00:00:00 UTC	14.64790921	319230674.1	538146.8943
2015-08-12 00:00:00 UTC	14.19375332	309601953.9	262510.9841
2015-08-13 00:00:00 UTC	13.09046345	285876740.5	263684.4918
2015-08-14 00:00:00 UTC	13.46808877	294482454.6	712948.6014
2015-08-15 00:00:00 UTC	13.99467217	306287395.2	344022.8689
2015-08-16 00:00:00 UTC	14.76065868	323327800.2	440472.3031
2015-08-17 00:00:00 UTC	14.13774416	309941765.3	342775.394
2015-08-18 00:00:00 UTC	14.4416981	316772871.1	530666.5811
2015-08-19 00:00:00 UTC	14.17708236	311356373.9	426369.0344
2015-08-20 00:00:00 UTC	14.01033875	308019398.9	567800.0064
2015-08-21 00:00:00 UTC	14.2989567	314624949	382963.3212
2015-08-22 00:00:00 UTC	13.96115592	307391844.5	170912.7462
2015-08-23 00:00:00 UTC	14.23975645	313748825.7	299910.4939
2015-08-24 00:00:00 UTC	12.98390883	286229621	201694.3263
2015-08-25 00:00:00 UTC	13.32826624	294092193.1	315573.2308
2015-08-26 00:00:00 UTC	13.38160493	295451117	276202.8282
2015-08-27 00:00:00 UTC	13.35716375	295159258.1	255698.1031
2015-08-28 00:00:00 UTC	13.56545956	300008955.7	204903.5934
2015-08-29 00:00:00 UTC	13.63957896	301847292.3	210150.8103
2015-08-30 00:00:00 UTC	13.52416275	299447278.1	186609.2438
2015-08-31 00:00:00 UTC	13.10702259	290417542.3	454066.0599
2015-09-01 00:00:00 UTC	12.82606517	284330777.8	114249.1205
2015-09-02 00:00:00 UTC	12.99981146	288320218.4	123846.247
2015-09-03 00:00:00 UTC	12.88725012	285982900.6	186606.8819
2015-09-04 00:00:00 UTC	12.83686491	285016911.5	145161.6111
2015-09-05 00:00:00 UTC	11.57666012	257159297.2	179021.5254
2015-09-06 00:00:00 UTC	10.66207492	237037117.2	202997.7797
2015-09-07 00:00:00 UTC	11.0168838	245096469.8	190969.0214
2015-09-08 00:00:00 UTC	11.38138779	253339449.1	190138.4848
2015-09-09 00:00:00 UTC	11.52447518	256661010.4	176078.814
2015-09-10 00:00:00 UTC	12.09144028	269287861.9	180600.0278
2015-09-11 00:00:00 UTC	12.45746829	277439653.4	189503.2505
2015-09-12 00:00:00 UTC	12.24055217	272608725.3	126526.0633
2015-09-13 00:00:00 UTC	12.21399436	272017257.7	252241.5177
2015-09-14 00:00:00 UTC	11.43992325	254777958.7	105154.1853
2015-09-15 00:00:00 UTC	11.38865693	253636209.1	233861.5049
2015-09-16 00:00:00 UTC	11.33074636	253469362.6	180456.0916
2015-09-17 00:00:00 UTC	11.20641456	250850547.1	164189.2142
2015-09-18 00:00:00 UTC	11.63597922	260613935.6	249492.9442
2015-09-19 00:00:00 UTC	11.75402656	263365420.8	109265.2651
2015-09-20 00:00:00 UTC	11.04648321	247610787.3	165870.8083
2015-09-21 00:00:00 UTC	10.8185375	242643027.4	155421.4185
2015-09-22 00:00:00 UTC	10.81432839	242654063.2	138447.7426
2015-09-23 00:00:00 UTC	11.40704861	256127025.2	208539.0923
2015-09-24 00:00:00 UTC	12.34321748	277299638.2	162004.3076
2015-09-25 00:00:00 UTC	11.36316798	255419585.3	187096.1084
2015-09-26 00:00:00 UTC	11.99562193	269815124.9	237328.4711
2015-09-27 00:00:00 UTC	10.72013896	241542955.1	206487.5577
2015-09-28 00:00:00 UTC	11.19137308	252657557.7	202688.0092
2015-09-29 00:00:00 UTC	10.97265204	248240342	242966.5564
2015-09-30 00:00:00 UTC	10.66014076	241657395.9	568077.5709
2015-10-01 00:00:00 UTC	10.79103419	245118341.6	486153.4028
2015-10-02 00:00:00 UTC	10.22163406	232651035.3	269353.8599
2015-10-03 00:00:00 UTC	9.715379501	221566030.3	364046.2499
2015-10-04 00:00:00 UTC	9.233426619	211002265.1	274982.9775
2015-10-05 00:00:00 UTC	9.663959408	221272296.2	273715.1665
2015-10-06 00:00:00 UTC	9.970283609	228742234.7	293077.3504
2015-10-07 00:00:00 UTC	9.846464015	226094999	624109.0786
2015-10-08 00:00:00 UTC	9.47821853	217639327.8	314851.2817
2015-10-09 00:00:00 UTC	9.352072841	214742764.2	395591.1466
2015-10-10 00:00:00 UTC	8.580538516	198218591.2	313558.5897
2015-10-11 00:00:00 UTC	7.69288854	177713033.5	318229.8158
2015-10-12 00:00:00 UTC	7.774762799	179604406.7	408145.4621
2015-10-13 00:00:00 UTC	7.710899165	178129096.1	211061.2017
2015-10-14 00:00:00 UTC	8.339382136	194311356.5	385968.3641
2015-10-15 00:00:00 UTC	8.237981592	192383231.7	221484.6682
2015-10-16 00:00:00 UTC	8.074281881	188934158.9	154750.0986
2015-10-17 00:00:00 UTC	7.902911556	185272302.2	282392.1568
2015-10-18 00:00:00 UTC	8.295065672	194859802.5	279990.5594
2015-10-19 00:00:00 UTC	8.816646539	207505066.3	437667.3606
2015-10-20 00:00:00 UTC	8.25202686	194594758.8	304073.6812
2015-10-21 00:00:00 UTC	8.862976629	209409980.3	229492.0621
2015-10-22 00:00:00 UTC	9.060278062	214479885.4	350772.7813
2015-10-23 00:00:00 UTC	8.666538512	205562927	261006.3357
2015-10-24 00:00:00 UTC	8.416687772	200018797.4	283475.6256
2015-10-25 00:00:00 UTC	8.524547561	202972887.2	282662.7674
2015-10-26 00:00:00 UTC	8.494958132	202654022.2	293365.7659
2015-10-27 00:00:00 UTC	8.383722456	200369290	238539.6846
2015-10-28 00:00:00 UTC	8.25629104	197708035	213113.8669
2015-10-29 00:00:00 UTC	7.955034672	190860373.9	402472.5999
2015-10-30 00:00:00 UTC	8.203872221	197206321.2	311832.0082
2015-10-31 00:00:00 UTC	7.703854677	185533087.8	270609.0843
2015-11-01 00:00:00 UTC	8.331997118	201043591.7	257819.2026
2015-11-02 00:00:00 UTC	7.887255298	190647580.2	254539.3418
2015-11-03 00:00:00 UTC	7.810628263	189178493.4	234382.739
2015-11-04 00:00:00 UTC	8.810940986	213807175.1	441075.7255
2015-11-05 00:00:00 UTC	8.100592569	196936341.2	292447.1495
2015-11-06 00:00:00 UTC	7.759943277	189009714.4	398711.9853
2015-11-07 00:00:00 UTC	8.054518593	196543543.6	369235.9536
2015-11-08 00:00:00 UTC	8.968842293	219276983	379982.1594
2015-11-09 00:00:00 UTC	9.259166556	226800044.1	449806.5704
2015-11-10 00:00:00 UTC	8.135901487	199658683.6	286191.3339
2015-11-11 00:00:00 UTC	8.553436867	210296509.5	363863.2227
2015-11-12 00:00:00 UTC	8.67682852	213722000.2	278737.1532
2015-11-13 00:00:00 UTC	8.743055237	215753248.4	295677.4411
2015-11-14 00:00:00 UTC	8.601686613	212653046.9	283581.4968
2015-11-15 00:00:00 UTC	8.424795437	208674600.7	338572.0581
2015-11-16 00:00:00 UTC	8.747418498	216910173.9	350394.6628
2015-11-17 00:00:00 UTC	8.745500574	217410957.9	324937.2322
2015-11-18 00:00:00 UTC	8.777088895	218598226.3	307263.0591
2015-11-19 00:00:00 UTC	8.989820989	224301877.1	321103.6022
2015-11-20 00:00:00 UTC	8.534764389	213352466.9	348128.2319
2015-11-21 00:00:00 UTC	8.593827852	215217379.4	261082.8102
2015-11-22 00:00:00 UTC	8.641810382	216805738.9	248437.3043
2015-11-23 00:00:00 UTC	8.297076198	208552818.2	326709.0517
2015-11-24 00:00:00 UTC	8.88070586	223615729.5	374321.729
2015-11-25 00:00:00 UTC	8.570496964	216202356.1	288192.0557
2015-11-26 00:00:00 UTC	8.700429843	219872912.8	426146.7212
2015-11-27 00:00:00 UTC	8.243968899	208713797.2	283041.0218
2015-11-28 00:00:00 UTC	8.522414982	216158698.5	314428.5757
2015-11-29 00:00:00 UTC	8.175250653	207723308.8	308754.1178
2015-11-30 00:00:00 UTC	7.98281253	203198900.7	234508.4487
2015-12-01 00:00:00 UTC	7.93726977	202401966.6	371850.1294
2015-12-02 00:00:00 UTC	7.978798818	203831580.8	320448.5275
2015-12-03 00:00:00 UTC	7.919808615	202684534	322279.7886
2015-12-04 00:00:00 UTC	7.917731126	202988852.3	348433.0744
2015-12-05 00:00:00 UTC	7.819561111	200836043.7	289704.7209
2015-12-06 00:00:00 UTC	7.603475773	195634010.1	330854.2227
2015-12-07 00:00:00 UTC	7.436175098	191664810.5	298011.7338
2015-12-08 00:00:00 UTC	7.36620903	190202883.4	292556.6541
2015-12-09 00:00:00 UTC	7.668323406	198356138.1	399505.6849
2015-12-10 00:00:00 UTC	6.85402472	177596348	273501.4234
2015-12-11 00:00:00 UTC	6.882400743	178653702.6	302486.3272
2015-12-12 00:00:00 UTC	6.990087318	181717106	207384.3525
2015-12-13 00:00:00 UTC	6.98910314	182061244.4	229899.3067
2015-12-14 00:00:00 UTC	6.759229816	176380750.2	272595.9341
2015-12-15 00:00:00 UTC	7.210188352	188479731.2	374776.8319
2015-12-16 00:00:00 UTC	7.357779765	192669349.4	262488.2208
2015-12-17 00:00:00 UTC	7.354347714	192928074.4	311041.6678
2015-12-18 00:00:00 UTC	7.512098358	197411935.2	324648.8409
2015-12-19 00:00:00 UTC	7.335529614	193101948.7	270128.9161
2015-12-20 00:00:00 UTC	7.133716874	188112190.4	262573.713
2015-12-21 00:00:00 UTC	7.128054354	188296109.4	270035.7776
2015-12-22 00:00:00 UTC	7.278543061	192602259	305988.3502
2015-12-23 00:00:00 UTC	7.392714989	195955739.1	319137.5192
2015-12-24 00:00:00 UTC	7.378341958	195912687	373307.514
2015-12-25 00:00:00 UTC	7.582326884	201686483.1	310588.6561
2015-12-26 00:00:00 UTC	7.315935631	194927617.9	297461.8742
2015-12-27 00:00:00 UTC	7.309354973	195096186.4	256311.0942
2015-12-28 00:00:00 UTC	7.333821921	196079263	365156.4399
2015-12-29 00:00:00 UTC	7.303084805	195591947.6	258099.0648
2015-12-30 00:00:00 UTC	7.403348061	198615911.3	292612.8732
2015-12-31 00:00:00 UTC	7.068549683	189948894.5	393824.0274
2016-01-01 00:00:00 UTC	6.873696343	185040592.9	330460.2933
2016-01-02 00:00:00 UTC	7.328546226	197623776.1	412563.8624
2016-01-03 00:00:00 UTC	6.951964389	187781248.1	480770.2869
2016-01-04 00:00:00 UTC	8.10458995	219290753	460564.6151
2016-01-05 00:00:00 UTC	8.000456249	216835165.6	420008.0456
2016-01-06 00:00:00 UTC	8.912008523	241919590.6	349645.4459
2016-01-07 00:00:00 UTC	9.175798609	249080264.8	371646.4151
2016-01-08 00:00:00 UTC	7.609669624	207290444.4	478180.7468
2016-01-09 00:00:00 UTC	7.900617815	215582578.2	309561.9038
2016-01-10 00:00:00 UTC	8.027063462	219398909.4	403923.3635
2016-01-11 00:00:00 UTC	7.722306647	211416678	407909.3142
2016-01-12 00:00:00 UTC	8.210901407	225163854.4	386873.8851
2016-01-13 00:00:00 UTC	8.093874989	222328223.9	326964.6604
2016-01-14 00:00:00 UTC	7.837244407	215643347.3	321709.5713
2016-01-15 00:00:00 UTC	7.663480047	210902802.6	402417.5117
2016-01-16 00:00:00 UTC	7.37394597	203567733.3	314212.7761
2016-01-17 00:00:00 UTC	7.731573062	213440512	306120.1386
2016-01-18 00:00:00 UTC	7.599468522	210489319.2	322894.374
2016-01-19 00:00:00 UTC	7.242954012	200951775.4	273923.1514
2016-01-20 00:00:00 UTC	7.405951475	205805837	279706.4039
2016-01-21 00:00:00 UTC	7.193666041	200242528.2	312245.1826
2016-01-22 00:00:00 UTC	7.029656037	195999463.7	270024.6897
2016-01-23 00:00:00 UTC	6.977678102	194647563.9	275088.6717
2016-01-24 00:00:00 UTC	7.08502463	198187268.5	161122.2356
2016-01-25 00:00:00 UTC	7.061464614	197815632.8	438453.0976
2016-01-26 00:00:00 UTC	7.115610707	199599284.4	328160.5002
2016-01-27 00:00:00 UTC	7.012900657	196718175	284727.9935
2016-01-28 00:00:00 UTC	7.253880014	204240971	242408.0148
2016-01-29 00:00:00 UTC	7.158345454	201876079.3	241902.6651
2016-01-30 00:00:00 UTC	7.278656108	205612572.8	226090.8342
2016-01-31 00:00:00 UTC	7.108391549	201127673.9	236856.3858
2016-02-01 00:00:00 UTC	7.192271142	203830762.2	187928.2798
2016-02-02 00:00:00 UTC	7.043529246	199931986.4	342930.8246
2016-02-03 00:00:00 UTC	6.846945472	194671326.6	255398.9884
2016-02-04 00:00:00 UTC	6.992959114	199142692.5	225705.2025
2016-02-05 00:00:00 UTC	6.957878052	198460947.3	307566.3336
2016-02-06 00:00:00 UTC	6.901125239	197156521.7	250980.4471
2016-02-07 00:00:00 UTC	7.026207884	201055992.5	306068.08
2016-02-08 00:00:00 UTC	6.923233521	198425065.2	300696.7395
2016-02-09 00:00:00 UTC	6.919422725	198629986.7	472399.4759
2016-02-10 00:00:00 UTC	6.828632554	196339574.7	282238.6498
2016-02-11 00:00:00 UTC	6.739983507	194086587.1	256046.4908
2016-02-12 00:00:00 UTC	6.913678942	199414352.9	341081.4766
2016-02-13 00:00:00 UTC	6.427015525	185671658.3	237781.5644
2016-02-14 00:00:00 UTC	6.556141819	189699013.3	278494.5788
2016-02-15 00:00:00 UTC	6.347505075	183944666.9	193440.2532
2016-02-16 00:00:00 UTC	6.57438795	190828184.6	466055.4587
2016-02-17 00:00:00 UTC	6.702268527	194850361.3	224158.2363
2016-02-18 00:00:00 UTC	6.480181968	188690262.6	239982.9274
2016-02-19 00:00:00 UTC	6.731403713	196308936.2	260422.3427
2016-02-20 00:00:00 UTC	6.51335526	190252827.5	293224.9075
2016-02-21 00:00:00 UTC	3.960147929	115855315.7	0.071104456
2016-02-22 00:00:00 UTC	6.437494918	188626004.2	281036.8648
2016-02-23 00:00:00 UTC	6.416846424	188312946.1	376669.0612
2016-02-24 00:00:00 UTC	6.57604557	193292995.5	262916.1675
2016-02-25 00:00:00 UTC	7.132498249	209975399.1	388275.806
2016-02-26 00:00:00 UTC	7.183025615	211787200.4	351821.6174
2016-02-27 00:00:00 UTC	7.020915605	207333254.5	259024.8665
2016-02-28 00:00:00 UTC	6.937269693	205179463.3	223378.2025
2016-02-29 00:00:00 UTC	7.035170356	208391595.2	449372.9318
2016-03-01 00:00:00 UTC	7.232717153	214529623.5	319111.7519
2016-03-02 00:00:00 UTC	7.676950864	228101402.5	367702.1575
2016-03-03 00:00:00 UTC	7.881255967	234536326	346283.3235
2016-03-04 00:00:00 UTC	7.415386269	221007430.8	265835.2385
2016-03-05 00:00:00 UTC	7.226048018	215698617.3	285568.0691
2016-03-06 00:00:00 UTC	7.146571522	213656046.2	203634.4061
2016-03-07 00:00:00 UTC	7.282124763	218039195	513635.7279
2016-03-08 00:00:00 UTC	7.301465781	218947959.2	288589.5615
2016-03-09 00:00:00 UTC	7.734940133	232303843.8	377745.4674
2016-03-10 00:00:00 UTC	7.295857796	219454660.2	384408.8465
2016-03-11 00:00:00 UTC	7.393013009	222710450.7	319252.7463
2016-03-12 00:00:00 UTC	7.347027388	221661285.7	184255.6357
2016-03-13 00:00:00 UTC	7.311553406	220925532.1	186757.929
2016-03-14 00:00:00 UTC	7.290051035	220611524.4	409166.975
2016-03-15 00:00:00 UTC	7.16657441	217198803.9	234073.0847
2016-03-16 00:00:00 UTC	7.076261994	214790026.1	322760.675
2016-03-17 00:00:00 UTC	7.190506759	218587091.2	252463.7302
2016-03-18 00:00:00 UTC	7.071161469	215283985.8	284561.2874
2016-03-19 00:00:00 UTC	7.025486029	214212338.1	324467.2862
2016-03-20 00:00:00 UTC	7.028756683	214630816.9	177675.7761
2016-03-21 00:00:00 UTC	6.832199745	208946090.3	443922.0408
2016-03-22 00:00:00 UTC	7.032654391	215394732.1	429350.3952
2016-03-23 00:00:00 UTC	6.994189761	214536979	191155.9199
2016-03-24 00:00:00 UTC	7.153528201	219753167.2	396335.4768
2016-03-25 00:00:00 UTC	7.216468711	222016824.8	327723.6629
2016-03-26 00:00:00 UTC	7.350945676	226493662.7	285391.2715
2016-03-27 00:00:00 UTC	7.016439219	216507668.3	378584.2126
2016-03-28 00:00:00 UTC	7.151732701	221006777.4	239520.536
2016-03-29 00:00:00 UTC	7.162248457	221659772	403316.271
2016-03-30 00:00:00 UTC	7.90157885	244907856.1	555786.177
2016-03-31 00:00:00 UTC	7.718287604	239581050	419171.6925
2016-04-01 00:00:00 UTC	7.462933625	231997232.4	343693.1592
2016-04-02 00:00:00 UTC	7.427184954	231226464.2	206645.6016
2016-04-03 00:00:00 UTC	7.340359079	228716046.4	185548.5506
2016-04-04 00:00:00 UTC	7.469176599	233213088.6	316819.1379
2016-04-05 00:00:00 UTC	7.360376057	230157855.3	455059.4428
2016-04-06 00:00:00 UTC	7.48371569	234353305.2	428253.5571
2016-04-07 00:00:00 UTC	7.168557144	224812045.3	325892.5787
2016-04-08 00:00:00 UTC	7.272366052	228406109.6	261588.6653
2016-04-09 00:00:00 UTC	7.17452889	225444145.1	298936.1724
2016-04-10 00:00:00 UTC	7.25012782	228362351	270326.6319
2016-04-11 00:00:00 UTC	7.315209531	230748409.1	292761.4238
2016-04-12 00:00:00 UTC	7.174756463	226650556.7	315545.4723
2016-04-13 00:00:00 UTC	7.101478531	224659534.2	296495.2854
2016-04-14 00:00:00 UTC	6.950739272	220210193.8	307163.0104
2016-04-15 00:00:00 UTC	6.932925935	219962674.4	207194.6912
2016-04-16 00:00:00 UTC	6.913211017	219654836.3	280909.4814
2016-04-17 00:00:00 UTC	6.918304696	220128348.4	365189.0249
2016-04-18 00:00:00 UTC	7.127466414	227114222.7	376082.4281
2016-04-19 00:00:00 UTC	7.093954981	226373069.2	255327.282
2016-04-20 00:00:00 UTC	7.051889067	225358981.9	194682.7769
2016-04-21 00:00:00 UTC	6.874600065	219998545.2	267268.7464
2016-04-22 00:00:00 UTC	6.89599375	221007290.1	129877.6622
2016-04-23 00:00:00 UTC	7.012295987	225054380.5	149060.136
2016-04-24 00:00:00 UTC	6.828294626	219461047.9	192386.5544
2016-04-25 00:00:00 UTC	6.785298801	218185354.1	199213.8208
2016-04-26 00:00:00 UTC	6.797073716	219079541.6	180974.6612
2016-04-27 00:00:00 UTC	6.669821326	215284490.9	399392.0687
2016-04-28 00:00:00 UTC	6.750243818	218189143.4	256009.6514
2016-04-29 00:00:00 UTC	6.634555515	214759566.8	234196.5334
2016-04-30 00:00:00 UTC	6.649236781	215532683	308536.1033
2016-05-01 00:00:00 UTC	6.587382904	213833036.4	260447.0384
2016-05-02 00:00:00 UTC	6.461492511	210038244.8	227473.8891
2016-05-03 00:00:00 UTC	6.497912855	211522983.3	177587.0937
2016-05-04 00:00:00 UTC	6.345114892	206839324.3	160898.6377
2016-05-05 00:00:00 UTC	6.594525228	215271681.5	249136.0216
2016-05-06 00:00:00 UTC	6.284228102	205426389.3	192339.9908
2016-05-07 00:00:00 UTC	5.725904574	187437199.9	181100.7488
2016-05-08 00:00:00 UTC	4.885804022	160157144.4	249812.2487
2016-05-09 00:00:00 UTC	5.099410974	167393264.6	220046.0093
2016-05-10 00:00:00 UTC	5.103408954	167762066	239939.8354
2016-05-11 00:00:00 UTC	4.824946231	158831440	425032.9898
2016-05-12 00:00:00 UTC	4.49068853	148032403.9	131993.744
2016-05-13 00:00:00 UTC	4.806989996	158676095.9	167846.1388
2016-05-14 00:00:00 UTC	4.755434609	157192317.6	161721.2037
2016-05-15 00:00:00 UTC	4.758393001	157507328.8	190866.5284
2016-05-16 00:00:00 UTC	5.606056723	185821719.8	397405.7611
2016-05-17 00:00:00 UTC	5.22830855	173542984.3	150145.9484
2016-05-18 00:00:00 UTC	5.462313174	181558550.2	216598.6398
2016-05-19 00:00:00 UTC	5.221942379	173807913.4	172367.1636
2016-05-20 00:00:00 UTC	4.881313103	162693677.6	179078.2011
2016-05-21 00:00:00 UTC	5.033017488	167978216.9	218099.0002
2016-05-22 00:00:00 UTC	4.926344557	164646070.9	85768.11497
2016-05-23 00:00:00 UTC	4.858191959	162590567.7	155731.0565
2016-05-24 00:00:00 UTC	4.578175821	153396816.9	143894.042
2016-05-25 00:00:00 UTC	4.619290569	155018772.2	200535.3868
2016-05-26 00:00:00 UTC	4.642049208	155993974.7	124061.8779
2016-05-27 00:00:00 UTC	4.046623255	136170491.2	136372.7007
2016-05-28 00:00:00 UTC	4.019725302	135444644.1	161799.7037
2016-05-29 00:00:00 UTC	3.993799002	134609198.2	141915.7807
2016-05-30 00:00:00 UTC	4.192651652	141660475.5	132986.3251
2016-05-31 00:00:00 UTC	4.712281251	159434617	385269.5434
2016-06-01 00:00:00 UTC	5.69938564	193092620.8	392038.8394
2016-06-02 00:00:00 UTC	4.990800112	169317635.1	135387.1606
2016-06-03 00:00:00 UTC	5.232587386	177760935.4	165940.8583
2016-06-04 00:00:00 UTC	5.376301484	182884572.3	156005.6884
2016-06-05 00:00:00 UTC	5.633623206	191895008.8	129587.4547
2016-06-06 00:00:00 UTC	6.012416807	205077524.9	168144.7766
2016-06-07 00:00:00 UTC	5.661519456	193369480.1	159565.4463
2016-06-08 00:00:00 UTC	6.044093652	206713140.4	136598.9372
2016-06-09 00:00:00 UTC	6.353618586	217589834.3	228979.0031
2016-06-10 00:00:00 UTC	6.876154606	235797437.6	300867.2165
2016-06-11 00:00:00 UTC	6.713359583	230515956.7	152004.3955
2016-06-12 00:00:00 UTC	6.145367028	211298920	229670.0488
2016-06-13 00:00:00 UTC	6.468290337	222702912.9	219526.9775
2016-06-14 00:00:00 UTC	6.331092052	218269463.4	230380.0868
2016-06-15 00:00:00 UTC	6.315757697	218030060.9	198243.6202
2016-06-16 00:00:00 UTC	6.291301008	217473289.3	165102.9569
2016-06-17 00:00:00 UTC	6.140169102	212531208.2	197557.1087
2016-06-18 00:00:00 UTC	6.00362257	208075952.5	97319.01013
2016-06-19 00:00:00 UTC	6.022263768	208996039.6	143289.0794
2016-06-20 00:00:00 UTC	5.658549281	196634587.5	116718.6177
2016-06-21 00:00:00 UTC	5.5255359	192269862.5	236850.5289
2016-06-22 00:00:00 UTC	5.369175651	187070133.4	156968.6092
2016-06-23 00:00:00 UTC	5.14449278	179480806.9	133794.9874
2016-06-24 00:00:00 UTC	5.264353129	183904385.8	158065.8085
2016-06-25 00:00:00 UTC	5.202088867	181966987.7	136140.9852
2016-06-26 00:00:00 UTC	5.242057173	183602004.1	165399.8407
2016-06-27 00:00:00 UTC	5.218123565	183007681.5	177262.4754
2016-06-28 00:00:00 UTC	5.166125709	181418319.9	147107.7008
2016-06-29 00:00:00 UTC	5.372115142	188893775.4	215476.0355
2016-06-30 00:00:00 UTC	5.679028581	199943830.8	227786.3619
2016-07-01 00:00:00 UTC	5.331543503	187961167	140233.9505
2016-07-02 00:00:00 UTC	5.21738884	184059826.1	164883.6349
2016-07-03 00:00:00 UTC	5.524396879	195263398.5	220550.3322
